Vardenis            Pavardenis          Galutinis(Vid.)     
Vardenis3157        Pavardenis3157      7.68                
Vardenis3158        Pavardenis3158      7.44                
Vardenis3159        Pavardenis3159      6.36                
Vardenis3160        Pavardenis3160      7.28                
Vardenis3161        Pavardenis3161      7.76                
Vardenis3162        Pavardenis3162      7.2                 
Vardenis3163        Pavardenis3163      2.6                 
Vardenis3164        Pavardenis3164      2.24                
Vardenis3165        Pavardenis3165      7.68                
Vardenis3166        Pavardenis3166      4.48                
Vardenis3167        Pavardenis3167      3.6                 
Vardenis3168        Pavardenis3168      7.32                
Vardenis3169        Pavardenis3169      7.72                
Vardenis3170        Pavardenis3170      6.36                
Vardenis3171        Pavardenis3171      5.52                
Vardenis3172        Pavardenis3172      8.2                 
Vardenis3173        Pavardenis3173      4.8                 
Vardenis3174        Pavardenis3174      7.44                
Vardenis3175        Pavardenis3175      6.12                
Vardenis3176        Pavardenis3176      3.44                
Vardenis3177        Pavardenis3177      7.76                
Vardenis3178        Pavardenis3178      3.2                 
Vardenis3179        Pavardenis3179      6.64                
Vardenis3180        Pavardenis3180      6.2                 
Vardenis3181        Pavardenis3181      4.4                 
Vardenis3182        Pavardenis3182      8.08                
Vardenis3183        Pavardenis3183      5.04                
Vardenis3184        Pavardenis3184      5.8                 
Vardenis3185        Pavardenis3185      4.8                 
Vardenis3186        Pavardenis3186      4.04                
Vardenis3187        Pavardenis3187      6.92                
Vardenis3188        Pavardenis3188      4.2                 
Vardenis3189        Pavardenis3189      4.52                
Vardenis3190        Pavardenis3190      9.04                
Vardenis3191        Pavardenis3191      3.2                 
Vardenis3192        Pavardenis3192      8.64                
Vardenis3193        Pavardenis3193      3.08                
Vardenis3194        Pavardenis3194      5.48                
Vardenis3195        Pavardenis3195      6.92                
Vardenis3196        Pavardenis3196      2.92                
Vardenis3197        Pavardenis3197      4.56                
Vardenis3198        Pavardenis3198      7.92                
Vardenis3199        Pavardenis3199      7.6                 
Vardenis3200        Pavardenis3200      7.72                
Vardenis3201        Pavardenis3201      7.56                
Vardenis3202        Pavardenis3202      5.6                 
Vardenis3203        Pavardenis3203      4.28                
Vardenis3204        Pavardenis3204      3.6                 
Vardenis3205        Pavardenis3205      7.08                
Vardenis3206        Pavardenis3206      4.68                
Vardenis3207        Pavardenis3207      4.28                
Vardenis3208        Pavardenis3208      5                   
Vardenis3209        Pavardenis3209      4.2                 
Vardenis3210        Pavardenis3210      8                   
Vardenis3211        Pavardenis3211      5.88                
Vardenis3212        Pavardenis3212      5.76                
Vardenis3213        Pavardenis3213      6.76                
Vardenis3214        Pavardenis3214      3                   
Vardenis3215        Pavardenis3215      5.6                 
Vardenis3216        Pavardenis3216      4.96                
Vardenis3217        Pavardenis3217      6.68                
Vardenis3218        Pavardenis3218      2.96                
Vardenis3219        Pavardenis3219      5.32                
Vardenis3220        Pavardenis3220      4.28                
Vardenis3221        Pavardenis3221      7.16                
Vardenis3222        Pavardenis3222      6.24                
Vardenis3223        Pavardenis3223      5.32                
Vardenis3224        Pavardenis3224      7.08                
Vardenis3225        Pavardenis3225      6.44                
Vardenis3226        Pavardenis3226      7.04                
Vardenis3227        Pavardenis3227      6.92                
Vardenis3228        Pavardenis3228      5.28                
Vardenis3229        Pavardenis3229      4.64                
Vardenis3230        Pavardenis3230      6.56                
Vardenis3231        Pavardenis3231      6.44                
Vardenis3232        Pavardenis3232      2.96                
Vardenis3233        Pavardenis3233      4.6                 
Vardenis3234        Pavardenis3234      7.84                
Vardenis3235        Pavardenis3235      6.36                
Vardenis3236        Pavardenis3236      7.28                
Vardenis3237        Pavardenis3237      4.4                 
Vardenis3238        Pavardenis3238      4.48                
Vardenis3239        Pavardenis3239      7.2                 
Vardenis3240        Pavardenis3240      4.4                 
Vardenis3241        Pavardenis3241      5.28                
Vardenis3242        Pavardenis3242      4.2                 
Vardenis3243        Pavardenis3243      6.48                
Vardenis3244        Pavardenis3244      5.28                
Vardenis3245        Pavardenis3245      5.04                
Vardenis3246        Pavardenis3246      5.36                
Vardenis3247        Pavardenis3247      6.28                
Vardenis3248        Pavardenis3248      5.52                
Vardenis3249        Pavardenis3249      4.16                
Vardenis3250        Pavardenis3250      8.16                
Vardenis3251        Pavardenis3251      4.64                
